89687341,2015 05 16 00 59 36,2015 05 16 01 11 29,89727188
86059373,2015 05 16 01 02 23,2015 05 16 01 12 11,35044867
83292824,2015 05 16 01 03 19,2015 05 16 01 10 23,99484148
93633582,2015 05 16 01 04 20,2015 05 16 01 05 32,32088685
89410807,2015 05 16 01 08 03,2015 05 16 01 19 28,95730932
99440957,2015 05 16 01 08 19,2015 05 16 01 18 20,89492800
92944978,2015 05 16 01 10 03,2015 05 16 01 24 22,92944978
93543373,2015 05 16 01 12 54,2015 05 16 01 28 55,93029747
31438575,2015 05 16 01 16 32,2015 05 16 01 21 45,32132937
33948248,2015 05 16 01 18 50,2015 05 16 01 25 46,39172683
93649461,2015 05 16 01 19 26,2015 05 16 01 35 29,83310681
98051804,2015 05 16 01 22 36,2015 05 16 01 34 42,97549855
34227774,2015 05 16 01 25 55,2015 05 16 01 27 19,98516974
36582364,2015 05 16 01 26 30,2015 05 16 01 35 47,81594967
94678415,2015 05 16 01 31 25,2015 05 16 01 40 53,93032574
87126521,2015 05 16 01 31 27,2015 05 16 01 37 48,95207091
86507659,2015 05 16 01 31 47,2015 05 16 01 41 39,32819601
86156164,2015 05 16 01 34 41,2015 05 16 01 53 13,96623991
98923305,2015 05 16 01 35 40,2015 05 16 01 50 18,31669344
35406949,2015 05 16 01 36 45,2015 05 16 01 51 28,96564681
83957953,2015 05 16 01 38 16,2015 05 16 01 55 39,91300226
92817546,2015 05 16 01 41 41,2015 05 16 01 57 13,81601805
88136109,2015 05 16 01 44 01,2015 05 16 01 55 26,91075642
39979208,2015 05 16 01 48 55,2015 05 16 01 58 38,33176391
89103653,2015 05 16 01 53 27,2015 05 16 01 54 20,39042270
94838269,2015 05 16 01 53 42,2015 05 16 02 04 41,32704252
33104307,2015 05 16 01 56 17,2015 05 16 02 05 52,93454259
81967067,2015 05 16 01 56 30,2015 05 16 01 59 41,96738760
37949674,2015 05 16 01 57 50,2015 05 16 02 10 45,86545875
31148509,2015 05 16 01 58 03,2015 05 16 02 01 59,89410807
34676111,2015 05 16 02 08 50,2015 05 16 02 10 24,86352718
91392910,2015 05 16 02 08 56,2015 05 16 02 11 04,37315968
89953646,2015 05 16 02 10 33,2015 05 16 02 16 49,33645483
36598838,2015 05 16 02 11 47,2015 05 16 02 15 16,38426250
81601805,2015 05 16 02 13 35,2015 05 16 02 30 46,97957637
93553087,2015 05 16 02 16 30,2015 05 16 02 28 53,31712910
32404750,2015 05 16 02 17 09,2015 05 16 02 29 07,83230974
36076068,2015 05 16 02 17 49,2015 05 16 02 34 08,35768154
97176451,2015 05 16 02 20 40,2015 05 16 02 23 10,92455149
84754295,2015 05 16 02 27 25,2015 05 16 02 33 29,34770127
33917786,2015 05 16 02 31 27,2015 05 16 02 32 59,94984260
92913245,2015 05 16 02 32 08,2015 05 16 02 37 43,83275950
82613656,2015 05 16 02 33 11,2015 05 16 02 39 22,91384220
93424772,2015 05 16 02 33 36,2015 05 16 02 36 02,98452944
99383296,2015 05 16 02 36 24,2015 05 16 02 40 48,38378029
88201666,2015 05 16 02 37 38,2015 05 16 02 39 40,83563630
86887732,2015 05 16 02 39 25,2015 05 16 02 47 53,84481650
93229990,2015 05 16 02 39 42,2015 05 16 02 49 50,36577527
36921360,2015 05 16 02 40 45,2015 05 16 02 49 25,96321463
88543764,2015 05 16 02 41 41,2015 05 16 02 46 10,89818944
87601568,2015 05 16 02 41 54,2015 05 16 02 58 16,39772152
86908650,2015 05 16 02 43 53,2015 05 16 02 46 35,35966351
93032574,2015 05 16 02 46 27,2015 05 16 02 53 53,83027109
84445933,2015 05 16 02 49 05,2015 05 16 02 58 01,31220272
33514414,2015 05 16 02 54 35,2015 05 16 03 04 10,35401252
31102148,2015 05 16 02 55 28,2015 05 16 03 02 50,31438575
92070319,2015 05 16 02 57 01,2015 05 16 03 06 45,38817033
98205495,2015 05 16 03 00 47,2015 05 16 03 14 42,88306371
98432941,2015 05 16 03 01 35,2015 05 16 03 03 57,39765154
81871901,2015 05 16 03 01 48,2015 05 16 03 14 47,38891703
35532898,2015 05 16 03 01 49,2015 05 16 03 18 38,82067966
87691242,2015 05 16 03 03 57,2015 05 16 03 11 30,86908650
98845894,2015 05 16 03 04 37,2015 05 16 03 15 40,86411012
97550723,2015 05 16 03 05 12,2015 05 16 03 22 53,31847345
37000570,2015 05 16 03 09 14,2015 05 16 03 15 09,36427473
95790957,2015 05 16 03 17 16,2015 05 16 03 22 12,84710332
97260421,2015 05 16 03 17 22,2015 05 16 03 25 17,37497843
96401932,2015 05 16 03 21 12,2015 05 16 03 25 57,93702235
98739990,2015 05 16 03 21 18,2015 05 16 03 25 54,33168084
84561270,2015 05 16 03 22 07,2015 05 16 03 23 15,34194819
91304721,2015 05 16 03 22 43,2015 05 16 03 31 20,82918979
81912902,2015 05 16 03 23 47,2015 05 16 03 24 08,31973329
31669344,2015 05 16 03 24 36,2015 05 16 03 34 02,33454932
85561357,2015 05 16 03 25 09,2015 05 16 03 40 22,86663618
85569973,2015 05 16 03 25 57,2015 05 16 03 30 42,39733723
33645483,2015 05 16 03 32 15,2015 05 16 03 40 22,37137522
97938947,2015 05 16 03 34 16,2015 05 16 03 45 11,33159563
31847345,2015 05 16 03 35 34,2015 05 16 03 39 01,86720177
89577925,2015 05 16 03 38 40,2015 05 16 03 50 22,93424772
81524852,2015 05 16 03 40 18,2015 05 16 03 52 52,34058757
33814642,2015 05 16 03 40 26,2015 05 16 03 42 19,36201222
89849634,2015 05 16 03 41 20,2015 05 16 03 53 46,38540548
94014102,2015 05 16 03 41 29,2015 05 16 03 55 18,34300107
36576559,2015 05 16 03 44 57,2015 05 16 03 54 37,99294465
96321463,2015 05 16 03 45 16,2015 05 16 03 56 27,82152435
92174451,2015 05 16 03 49 28,2015 05 16 04 00 57,87930757
84041309,2015 05 16 03 50 49,2015 05 16 04 03 39,36725857
93561473,2015 05 16 03 51 20,2015 05 16 04 03 09,89169876
81939145,2015 05 16 03 54 04,2015 05 16 04 10 07,33839612
84192695,2015 05 16 03 54 18,2015 05 16 04 11 55,85362318
83300226,2015 05 16 03 54 28,2015 05 16 03 59 37,34183220
83458586,2015 05 16 03 56 47,2015 05 16 04 07 17,86588341
39733723,2015 05 16 04 05 29,2015 05 16 04 15 07,96403956
99265746,2015 05 16 04 08 57,2015 05 16 04 19 38,97048362
95179215,2015 05 16 04 09 54,2015 05 16 04 18 04,37884187
84685789,2015 05 16 04 10 06,2015 05 16 04 26 43,38699760
32361592,2015 05 16 04 11 39,2015 05 16 04 23 53,92913245
33862775,2015 05 16 04 12 41,2015 05 16 04 21 34,98739990
98623272,2015 05 16 04 15 06,2015 05 16 04 25 47,81977773
87026687,2015 05 16 04 15 45,2015 05 16 04 15 53,89687341
96305974,2015 05 16 04 20 49,2015 05 16 04 27 23,94725107
83154297,2015 05 16 04 28 30,2015 05 16 04 33 29,99171638
96564681,2015 05 16 04 28 42,2015 05 16 04 35 31,85716959
84467288,2015 05 16 04 29 14,2015 05 16 04 38 30,84685789
89059232,2015 05 16 04 30 28,2015 05 16 04 37 12,85569973
99327805,2015 05 16 04 31 07,2015 05 16 04 37 35,98533715
31973329,2015 05 16 04 31 14,2015 05 16 04 41 09,33990710
95534193,2015 05 16 04 31 53,2015 05 16 04 32 44,99686613
95901870,2015 05 16 04 37 27,2015 05 16 04 47 41,96467343
88240795,2015 05 16 04 38 13,2015 05 16 04 44 03,82057467
31220272,2015 05 16 04 38 45,2015 05 16 04 48 10,96807245
38619232,2015 05 16 04 41 03,2015 05 16 04 53 23,98149682
35297681,2015 05 16 04 41 55,2015 05 16 04 51 40,96133860
34579598,2015 05 16 04 42 03,2015 05 16 04 54 12,99006622
96807245,2015 05 16 04 42 07,2015 05 16 04 43 25,37949674
86235974,2015 05 16 04 47 36,2015 05 16 04 51 26,86418687
31641168,2015 05 16 04 47 51,2015 05 16 04 55 06,92610528
31531808,2015 05 16 04 52 06,2015 05 16 04 57 19,89360132
37315968,2015 05 16 04 55 09,2015 05 16 04 55 44,86190243
99171638,2015 05 16 04 55 11,2015 05 16 05 01 25,98051804
32003099,2015 05 16 04 55 32,2015 05 16 05 02 44,98099514
91347564,2015 05 16 04 55 55,2015 05 16 05 02 54,83223862
36577244,2015 05 16 04 58 16,2015 05 16 05 04 12,31723459
84481650,2015 05 16 04 58 16,2015 05 16 05 01 10,96546209
33436380,2015 05 16 05 00 34,2015 05 16 05 06 36,83957953
97710570,2015 05 16 05 05 35,2015 05 16 05 06 19,38704269
94127357,2015 05 16 05 05 54,2015 05 16 05 08 26,33862775
82533449,2015 05 16 05 06 56,2015 05 16 05 11 54,38905593
35044867,2015 05 16 05 06 58,2015 05 16 05 16 16,93413617
37137522,2015 05 16 05 09 15,2015 05 16 05 12 29,98446692
86454584,2015 05 16 05 12 57,2015 05 16 05 16 29,85870502
99648397,2015 05 16 05 14 38,2015 05 16 05 18 45,31846143
99510971,2015 05 16 05 16 17,2015 05 16 05 22 03,84012662
88749689,2015 05 16 05 16 26,2015 05 16 05 21 01,97210905
36330080,2015 05 16 05 16 51,2015 05 16 05 17 40,82704098
97451501,2015 05 16 05 17 32,2015 05 16 05 25 53,87356292
37618757,2015 05 16 05 17 49,2015 05 16 05 29 56,88201666
39851460,2015 05 16 05 19 59,2015 05 16 05 27 21,85725259
88450758,2015 05 16 05 22 03,2015 05 16 05 31 18,85063553
37272652,2015 05 16 05 23 41,2015 05 16 05 28 18,99232810
38307572,2015 05 16 05 27 49,2015 05 16 05 35 16,34030996
89169876,2015 05 16 05 29 44,2015 05 16 05 32 00,85572521
86192544,2015 05 16 05 30 10,2015 05 16 05 30 32,91179314
95359700,2015 05 16 05 30 24,2015 05 16 05 41 21,36986307
94575115,2015 05 16 05 31 47,2015 05 16 05 42 22,87062604
35543358,2015 05 16 05 34 36,2015 05 16 05 43 05,39434301
88633388,2015 05 16 05 35 24,2015 05 16 05 44 09,33946652
85572521,2015 05 16 05 37 45,2015 05 16 05 42 09,96422839
94890791,2015 05 16 05 37 47,2015 05 16 05 51 41,38738973
82852926,2015 05 16 05 39 30,2015 05 16 05 51 01,33948248
87930757,2015 05 16 05 42 02,2015 05 16 05 52 19,82533449
94688167,2015 05 16 05 42 21,2015 05 16 05 49 09,82211284
94828526,2015 05 16 05 43 10,2015 05 16 05 52 46,81392998
96152714,2015 05 16 05 46 38,2015 05 16 06 00 29,86059373
97900244,2015 05 16 05 48 53,2015 05 16 05 55 16,95126002
96835322,2015 05 16 05 50 30,2015 05 16 05 57 18,86454584
93930971,2015 05 16 05 54 36,2015 05 16 06 07 29,88803645
85636778,2015 05 16 05 57 03,2015 05 16 05 57 47,87867912
84297921,2015 05 16 05 58 24,2015 05 16 06 04 32,91309882
85792985,2015 05 16 05 58 59,2015 05 16 06 13 52,87617417
97569192,2015 05 16 06 02 58,2015 05 16 06 08 02,94890791
83872723,2015 05 16 06 07 34,2015 05 16 06 16 56,36535585
36360307,2015 05 16 06 08 09,2015 05 16 06 12 09,82599786
32819601,2015 05 16 06 08 40,2015 05 16 06 14 34,38619232
96392789,2015 05 16 06 09 59,2015 05 16 06 18 38,84891373
99210299,2015 05 16 06 10 58,2015 05 16 06 17 45,89654567
39636432,2015 05 16 06 14 18,2015 05 16 06 15 50,92716088
91492697,2015 05 16 06 16 59,2015 05 16 06 19 56,84297921
81169965,2015 05 16 06 17 21,2015 05 16 06 23 26,36619509
38065919,2015 05 16 06 18 08,2015 05 16 06 20 02,93504245
97843172,2015 05 16 06 18 37,2015 05 16 06 24 30,31641168
86770099,2015 05 16 06 19 22,2015 05 16 06 24 36,38694200
95465765,2015 05 16 06 21 55,2015 05 16 06 22 29,91960350
92253283,2015 05 16 06 22 22,2015 05 16 06 26 11,38579612
95730932,2015 05 16 06 22 32,2015 05 16 06 31 08,87332977
85725259,2015 05 16 06 24 57,2015 05 16 06 35 10,39047526
89727188,2015 05 16 06 26 11,2015 05 16 06 29 17,33104307
36678127,2015 05 16 06 26 19,2015 05 16 06 26 53,99265746
91155988,2015 05 16 06 26 29,2015 05 16 06 39 25,32393616
81381225,2015 05 16 06 30 34,2015 05 16 06 41 02,36279702
94330905,2015 05 16 06 30 56,2015 05 16 06 41 42,83369088
87062604,2015 05 16 06 32 21,2015 05 16 06 35 06,86178254
33061004,2015 05 16 06 36 02,2015 05 16 06 44 44,86770099
33839612,2015 05 16 06 37 11,2015 05 16 06 37 12,31148509
34493145,2015 05 16 06 40 16,2015 05 16 06 45 29,95686402
34838723,2015 05 16 06 40 37,2015 05 16 06 50 31,88667122
84349016,2015 05 16 06 41 31,2015 05 16 06 45 44,88013388
98322353,2015 05 16 06 42 59,2015 05 16 06 44 26,98623272
98848843,2015 05 16 06 47 30,2015 05 16 06 53 13,86706025
31358226,2015 05 16 06 49 20,2015 05 16 06 59 34,88308917
83785593,2015 05 16 06 49 53,2015 05 16 07 01 24,95961255
91960350,2015 05 16 06 51 23,2015 05 16 06 51 28,35699979
93505367,2015 05 16 06 52 26,2015 05 16 07 09 06,34848848
83528040,2015 05 16 06 57 08,2015 05 16 07 10 00,33968411
32704252,2015 05 16 06 58 59,2015 05 16 07 00 03,84281875
35226179,2015 05 16 07 04 14,2015 05 16 07 09 04,92253283
37591882,2015 05 16 07 06 45,2015 05 16 07 14 03,39959782
96128462,2015 05 16 07 07 49,2015 05 16 07 11 34,89145464
85876615,2015 05 16 07 09 15,2015 05 16 07 14 05,39979208
83310681,2015 05 16 07 09 17,2015 05 16 07 10 15,36576559
96133860,2015 05 16 07 10 16,2015 05 16 07 15 46,37866949
35653029,2015 05 16 07 10 47,2015 05 16 07 18 19,91171802
97785337,2015 05 16 07 14 03,2015 05 16 07 21 44,88749689
96467539,2015 05 16 07 14 21,2015 05 16 07 26 18,88240795
87673307,2015 05 16 07 15 05,2015 05 16 07 22 13,32711779
92943964,2015 05 16 07 15 20,2015 05 16 07 27 06,91830544
87411203,2015 05 16 07 16 11,2015 05 16 07 24 07,92517864
36885184,2015 05 16 07 17 54,2015 05 16 07 26 53,34056921
95056697,2015 05 16 07 17 59,2015 05 16 07 28 23,91874051
81717026,2015 05 16 07 20 43,2015 05 16 07 26 02,36582364
89458988,2015 05 16 07 28 25,2015 05 16 07 35 22,93115238
92356971,2015 05 16 07 29 02,2015 05 16 07 35 10,97710570
92716088,2015 05 16 07 30 17,2015 05 16 07 32 19,39429004
86848473,2015 05 16 07 31 55,2015 05 16 07 33 32,31080769
87539999,2015 05 16 07 33 53,2015 05 16 07 34 04,98995464
91179314,2015 05 16 07 33 57,2015 05 16 07 38 18,81584450
93085775,2015 05 16 07 36 27,2015 05 16 07 41 10,88090547
36256900,2015 05 16 07 36 38,2015 05 16 07 40 42,97955695
89145464,2015 05 16 07 36 53,2015 05 16 07 46 50,85687776
87332977,2015 05 16 07 37 13,2015 05 16 07 43 03,98871303
36657199,2015 05 16 07 38 27,2015 05 16 07 42 51,93229990
35602110,2015 05 16 07 38 31,2015 05 16 07 53 08,88543764
89713405,2015 05 16 07 40 02,2015 05 16 07 45 35,36132645
35750536,2015 05 16 07 46 49,2015 05 16 07 51 45,83458586
33168084,2015 05 16 07 49 11,2015 05 16 08 05 14,97451501
38332776,2015 05 16 07 50 59,2015 05 16 08 07 11,95044447
88921937,2015 05 16 07 51 04,2015 05 16 08 05 15,84979099
82836773,2015 05 16 07 53 36,2015 05 16 08 10 08,36598838
37085743,2015 05 16 07 54 58,2015 05 16 08 05 40,31071808
32634477,2015 05 16 07 58 01,2015 05 16 08 14 11,81513070
85063553,2015 05 16 08 03 03,2015 05 16 08 04 46,95124436
35228914,2015 05 16 08 06 42,2015 05 16 08 15 53,86706074
95993002,2015 05 16 08 08 23,2015 05 16 08 15 51,91221471
34884789,2015 05 16 08 11 47,2015 05 16 08 17 40,82822190
31846143,2015 05 16 08 13 15,2015 05 16 08 15 30,83528040
31712910,2015 05 16 08 13 25,2015 05 16 08 21 08,89103653
94244572,2015 05 16 08 15 27,2015 05 16 08 18 02,86887732
36279702,2015 05 16 08 16 13,2015 05 16 08 21 18,34225933
91384220,2015 05 16 08 17 22,2015 05 16 08 19 33,34376918
96087293,2015 05 16 08 17 59,2015 05 16 08 21 04,95534193
96115823,2015 05 16 08 18 55,2015 05 16 08 22 12,34174150
87638813,2015 05 16 08 18 57,2015 05 16 08 23 26,33061004
34749393,2015 05 16 08 21 14,2015 05 16 08 26 16,82972689
96750581,2015 05 16 08 21 59,2015 05 16 08 26 59,31135968
97394805,2015 05 16 08 22 41,2015 05 16 08 22 41,83204083
31743077,2015 05 16 08 23 01,2015 05 16 08 30 15,87411203
85250509,2015 05 16 08 23 31,2015 05 16 08 23 55,39216983
93295656,2015 05 16 08 26 18,2015 05 16 08 31 24,39097791
96044533,2015 05 16 08 27 58,2015 05 16 08 32 09,31553560
96738760,2015 05 16 08 29 24,2015 05 16 08 30 01,88921937
97955695,2015 05 16 08 29 28,2015 05 16 08 32 19,37249300
81923113,2015 05 16 08 30 06,2015 05 16 08 37 30,39876594
81089091,2015 05 16 08 30 22,2015 05 16 08 31 08,39335489
82840637,2015 05 16 08 30 52,2015 05 16 08 51 20,91349932
83563630,2015 05 16 08 31 38,2015 05 16 08 46 12,81939145
85815047,2015 05 16 08 41 15,2015 05 16 08 53 50,38321143
89684129,2015 05 16 08 41 17,2015 05 16 08 55 14,84733450
99529439,2015 05 16 08 43 52,2015 05 16 09 02 11,37272652
87152861,2015 05 16 08 47 55,2015 05 16 08 50 24,38654123
31219463,2015 05 16 08 51 50,2015 05 16 08 59 36,84500172
98008165,2015 05 16 08 52 17,2015 05 16 09 03 38,87601568
95836535,2015 05 16 08 54 32,2015 05 16 09 03 59,96142142
36132645,2015 05 16 08 57 27,2015 05 16 09 01 43,98205495
38891703,2015 05 16 08 57 43,2015 05 16 09 07 23,38404710
85124691,2015 05 16 09 05 12,2015 05 16 09 07 53,81967151
36013920,2015 05 16 09 05 53,2015 05 16 09 16 16,32634477
33078927,2015 05 16 09 06 51,2015 05 16 09 12 00,94203570
31080769,2015 05 16 09 06 56,2015 05 16 09 10 56,38364115
98446692,2015 05 16 09 09 43,2015 05 16 09 10 40,98972709
92479003,2015 05 16 09 12 50,2015 05 16 09 13 43,91237763
81257214,2015 05 16 09 15 56,2015 05 16 09 21 53,35870679
33648084,2015 05 16 09 16 56,2015 05 16 09 19 09,93026359
84557643,2015 05 16 09 18 56,2015 05 16 09 24 50,33083291
89685111,2015 05 16 09 20 11,2015 05 16 09 26 06,94688167
92517864,2015 05 16 09 24 00,2015 05 16 09 31 23,85876615
81392644,2015 05 16 09 27 16,2015 05 16 09 32 58,32404750
94725107,2015 05 16 09 27 18,2015 05 16 09 34 06,91935828
33513392,2015 05 16 09 27 24,2015 05 16 09 30 11,95179215
93413617,2015 05 16 09 28 38,2015 05 16 09 31 39,38553445
89186995,2015 05 16 09 30 45,2015 05 16 09 46 02,97307415
96546209,2015 05 16 09 32 04,2015 05 16 09 32 25,34517031
91747836,2015 05 16 09 32 14,2015 05 16 09 47 56,34172531
34172531,2015 05 16 09 34 59,2015 05 16 09 35 50,39851460
38378029,2015 05 16 09 35 36,2015 05 16 09 47 24,92232986
35628360,2015 05 16 09 38 36,2015 05 16 09 52 50,94273500
36252985,2015 05 16 09 40 24,2015 05 16 09 52 31,98432941
34685941,2015 05 16 09 44 14,2015 05 16 09 49 47,34415917
36725857,2015 05 16 09 46 26,2015 05 16 09 56 46,33648084
34491994,2015 05 16 09 48 01,2015 05 16 09 54 16,84548743
33620790,2015 05 16 09 48 21,2015 05 16 09 54 22,91747836
99232810,2015 05 16 09 50 36,2015 05 16 10 00 50,97383878
85078943,2015 05 16 09 51 22,2015 05 16 09 58 37,35790323
83223862,2015 05 16 09 55 05,2015 05 16 10 02 38,86192544
89492800,2015 05 16 09 55 12,2015 05 16 10 03 50,32998944
97141002,2015 05 16 10 00 35,2015 05 16 10 08 58,33904555
31954613,2015 05 16 10 00 38,2015 05 16 10 04 33,97617751
82473440,2015 05 16 10 03 27,2015 05 16 10 06 27,37259497
93798282,2015 05 16 10 05 01,2015 05 16 10 17 23,92573113
38738973,2015 05 16 10 05 02,2015 05 16 10 05 49,34749393
89796184,2015 05 16 10 05 45,2015 05 16 10 15 05,82473440
91221471,2015 05 16 10 07 22,2015 05 16 10 17 25,31711218
98014854,2015 05 16 10 11 07,2015 05 16 10 24 17,92366625
31228066,2015 05 16 10 11 45,2015 05 16 10 24 41,34855572
38364115,2015 05 16 10 13 42,2015 05 16 10 23 45,81179653
33974414,2015 05 16 10 20 23,2015 05 16 10 23 45,85359710
39226583,2015 05 16 10 21 31,2015 05 16 10 28 17,84031092
33851024,2015 05 16 10 21 39,2015 05 16 10 21 44,97394805
81594967,2015 05 16 10 23 04,2015 05 16 10 32 08,87626418
31657569,2015 05 16 10 24 42,2015 05 16 10 24 52,38981713
91127355,2015 05 16 10 24 48,2015 05 16 10 36 07,36678127
31071808,2015 05 16 10 25 07,2015 05 16 10 32 20,87957072
85922477,2015 05 16 10 25 25,2015 05 16 10 32 46,33025291
32800136,2015 05 16 10 29 29,2015 05 16 10 36 32,85750743
96274993,2015 05 16 10 29 43,2015 05 16 10 36 30,83621879
92573113,2015 05 16 10 30 45,2015 05 16 10 43 19,95779103
86623287,2015 05 16 10 30 54,2015 05 16 10 39 43,98008165
81225100,2015 05 16 10 35 52,2015 05 16 10 45 38,36013920
98972709,2015 05 16 10 38 22,2015 05 16 10 43 11,83382992
32341963,2015 05 16 10 40 41,2015 05 16 10 46 53,89953646
93222482,2015 05 16 10 40 51,2015 05 16 10 45 23,36444561
87761779,2015 05 16 10 40 56,2015 05 16 10 44 41,86824444
81193888,2015 05 16 10 41 55,2015 05 16 10 45 46,93630931
83275950,2015 05 16 10 43 22,2015 05 16 10 49 13,84561270
99713713,2015 05 16 10 46 13,2015 05 16 10 47 01,83957076
84398545,2015 05 16 10 46 44,2015 05 16 10 49 13,32053101
35457094,2015 05 16 10 47 29,2015 05 16 10 51 43,82307984
89527263,2015 05 16 10 50 37,2015 05 16 10 54 19,99327805
85376905,2015 05 16 10 50 48,2015 05 16 10 57 24,36164965
35226900,2015 05 16 10 52 58,2015 05 16 10 59 16,37000570
34183220,2015 05 16 10 53 21,2015 05 16 10 54 01,38471837
36164965,2015 05 16 10 53 54,2015 05 16 10 56 35,81967067
32743587,2015 05 16 10 55 34,2015 05 16 11 03 50,81871901
98533715,2015 05 16 10 55 48,2015 05 16 11 04 26,99426216
32088685,2015 05 16 11 00 24,2015 05 16 11 06 15,85561357
39429004,2015 05 16 11 01 09,2015 05 16 11 01 49,89796184
97238660,2015 05 16 11 02 35,2015 05 16 11 06 43,87152861
98516974,2015 05 16 11 03 45,2015 05 16 11 08 28,91492697
87626418,2015 05 16 11 04 14,2015 05 16 11 11 28,81524852
86351096,2015 05 16 11 05 17,2015 05 16 11 10 37,83107349
83858059,2015 05 16 11 07 19,2015 05 16 11 07 21,94127357
87859052,2015 05 16 11 08 51,2015 05 16 11 13 43,97176451
93115238,2015 05 16 11 13 46,2015 05 16 11 20 06,93306714
39765154,2015 05 16 11 13 46,2015 05 16 11 16 15,89869927
85400523,2015 05 16 11 14 17,2015 05 16 11 21 00,85618760
85750743,2015 05 16 11 16 00,2015 05 16 11 22 00,91304721
89477451,2015 05 16 11 16 08,2015 05 16 11 18 44,96156932
33963014,2015 05 16 11 16 47,2015 05 16 11 34 25,88752884
92634279,2015 05 16 11 18 05,2015 05 16 11 20 08,81155585
34225933,2015 05 16 11 18 57,2015 05 16 11 40 22,82852926
81513070,2015 05 16 11 22 43,2015 05 16 11 43 40,93553087
89932099,2015 05 16 11 24 53,2015 05 16 11 38 41,97615701
92617653,2015 05 16 11 25 10,2015 05 16 11 37 34,96392789
89147522,2015 05 16 11 28 03,2015 05 16 11 44 16,87782045
82067966,2015 05 16 11 31 33,2015 05 16 11 34 42,86971436
31524983,2015 05 16 11 39 33,2015 05 16 11 48 20,99210299
82383471,2015 05 16 11 41 03,2015 05 16 11 52 24,83214209
84733450,2015 05 16 11 43 47,2015 05 16 11 47 57,81539936
96085303,2015 05 16 11 48 31,2015 05 16 11 49 24,31543785
88966795,2015 05 16 11 48 35,2015 05 16 11 53 16,38668840
91171802,2015 05 16 11 49 49,2015 05 16 11 56 46,93274815
92455149,2015 05 16 11 50 08,2015 05 16 12 03 27,93649461
33968411,2015 05 16 11 52 35,2015 05 16 12 02 27,89186995
93504245,2015 05 16 11 54 55,2015 05 16 11 58 10,86156164
89654567,2015 05 16 11 59 39,2015 05 16 12 02 57,33270074
94273500,2015 05 16 12 01 24,2015 05 16 12 05 38,38332776
39172683,2015 05 16 12 01 55,2015 05 16 12 10 46,89685111
97048362,2015 05 16 12 03 08,2015 05 16 12 07 48,91775267
87526126,2015 05 16 12 05 08,2015 05 16 12 19 07,97032000
85580815,2015 05 16 12 05 35,2015 05 16 12 17 40,92377619
82822190,2015 05 16 12 07 15,2015 05 16 12 10 30,36076068
32119944,2015 05 16 12 08 59,2015 05 16 12 17 21,97238660
96422839,2015 05 16 12 09 09,2015 05 16 12 09 21,98848843
34952889,2015 05 16 12 17 05,2015 05 16 12 21 07,99684412
96403956,2015 05 16 12 19 59,2015 05 16 12 27 29,33513392
31402048,2015 05 16 12 21 07,2015 05 16 12 22 43,99713713
83138191,2015 05 16 12 23 02,2015 05 16 12 24 12,39823944
