37401982,340
33077571,196
33535312,261
37051954,224
38274485,054
33798889,169
38150955,224
39206750,136
32394216,443
33732770,480
35957985,356
32588917,071
36703341,465
38657473,457
35563512,313
36587487,449
32633952,186
32383318,255
39749195,324
37636321,318
37968601,040
34635253,342
34268313,063
34073770,415
35294069,160
38017483,292
33194710,145
33618826,399
32526479,321
32551314,460
36478441,260
32361034,200
32499075,350
31439195,101
36180069,132
32365998,007
34701953,076
34242093,233
38254293,135
37667312,340
37113491,310
39690135,293
35929240,299
34525037,351
38881837,205
36044700,346
37075408,346
38842403,222
37053321,052
34158619,152
37593360,380
37531901,107
33211686,410
35425943,190
37547895,387
33721373,226
39905699,225
39570985,492
37615682,141
34532115,473
32407459,303
38932524,490
33480860,254
31820671,240
38522042,235
38621974,433
32609740,398
31295049,480
39621519,285
36140018,364
33194506,281
37859210,325
35410390,471
38490640,434
37289550,387
31169685,389
33300371,374
32361799,437
37881939,312
38268765,447
33100295,491
33734942,452
38804681,346
33653520,359
35283794,129
36872765,112
38422034,188
32602270,361
37355752,253
39319211,050
34629504,344
36174587,098
38852301,064
36899477,126
39853852,075
36211289,445
36340823,366
38720008,231
36053083,447
33624153,423
36912805,051
36073659,211
39588236,430
35821481,145
38339144,231
33764227,151
32484988,194
35027018,175
39401867,278
37244742,458
39053769,285
31343303,182
31023823,199
34820869,400
34045552,296
37529126,471
38034116,472
39954522,445
38617567,123
33999524,473
34168097,242
36263864,223
35333289,228
33825789,394
37067367,265
32523310,032
33162445,348
37735458,125
33279778,440
37663524,240
32481011,191
39112321,145
33259431,145
35771420,407
35693758,418
32952580,300
39651605,134
37269485,400
36770347,267
35737581,331
32577940,137
34358456,221
37338665,499
31760649,113
34959384,303
39355905,129
34395784,281
33995418,443
33558632,368
33126089,256
35720023,471
32446770,330
38419629,236
36064517,388
34870952,261
39150839,500
37867571,166
33097946,127
36189393,384
33175006,462
33508902,226
38684385,241
39797415,363
35617904,213
35231319,105
31813089,139
36598338,410
34609418,460
36203767,412
31004569,327
33276733,366
33125392,493
35912726,237
33471874,190
38762508,175
36702916,194
36088951,339
36864537,484
35556240,336
34184400,385
38129484,126
31141203,418
34753022,238
35154016,200
36750907,334
39240599,167
39706909,177
31435435,296
39777817,213
34930053,393
36937386,422
31557653,214
33547452,156
36450731,242
39649366,285
31378969,209
38422456,461
34911955,390
39923915,252
35961733,155
33673679,429
38425429,194
34289326,374
39947696,416
31822735,458
32245453,235
32976178,372
36889134,419
33133565,193
33583939,353
32470587,431
35091521,328
39809054,385
34349364,166
38954840,488
39088203,350
33445208,231
36068901,287
35377937,356
35421464,464
37173069,290
36643194,212
39261169,270
36301952,356
35980036,318
34882105,103
36194577,162
33751450,391
38464973,448
36201614,354
38665857,051
89944422,478
87108205,107
82649149,158
87119699,160
83773104,432
86419866,253
81657394,296
82455377,202
87647482,351
81468708,227
84690312,115
88159842,457
84661494,466
85659272,302
81985467,450
86925108,172
83723443,461
86287855,313
86782117,317
82961432,148
89153879,157
85093421,489
85416975,273
85138046,251
88909419,420
84387421,500
82510238,492
85725661,189
87619588,162
81073621,123
84838142,390
87822834,426
81621096,286
83229769,377
89526677,443
87568475,320
87271316,414
85536827,109
83385896,355
87139647,337
89210614,421
87358184,399
84087191,255
81248201,364
84417171,424
86104408,415
84788077,130
89427909,134
84567742,342
86258374,490
85363223,272
87309307,498
89846029,010
82874285,264
86908371,497
89233216,142
89319415,016
87558585,294
83881528,481
85321706,358
84086532,257
81435368,282
87999872,005
82932458,212
84994189,207
87565878,152
81856097,032
85773249,139
83774196,371
85501960,169
83524975,232
82990413,157
88504063,222
86049278,487
86106637,333
89158726,118
87919022,236
83385222,492
87192839,211
87967744,408
88499013,020
84948539,198
86769286,420
81215087,219
88759044,198
89440293,461
85642333,456
87097909,298
85932949,405
82062081,452
81748200,278
84638597,335
87090161,288
82096132,170
88626924,444
85697505,101
88973845,462
85707801,409
86955919,230
83483412,445
83561176,380
87144351,140
86756946,175
83815209,422
89060777,434
86761608,473
85485588,436
83749945,223
82639928,145
84041106,233
84105318,117
86765746,423
84452277,365
82315132,268
86237567,184
84950127,174
89058967,217
82300736,121
82836521,474
84897355,105
83593788,263
88202020,410
81739094,231
87139658,202
82846780,455
83129336,071
84248054,369
86999343,202
84595422,146
83470388,366
82937367,428
89470738,335
85246176,209
85001002,214
87777345,007
82610620,096
89725819,167
81304107,284
88382246,105
82947310,186
86789231,130
81173650,299
83897578,484
82790378,040
87222547,421
81684824,128
88000099,281
85230645,330
88843150,108
83194075,050
83897817,005
89140180,418
81499671,245
84339100,432
89329989,185
84172304,351
82071995,141
87038842,144
81567122,458
85761589,285
89471254,434
81493498,102
82410977,335
82903400,220
81080319,280
89469956,079
83152951,379
84886341,031
82764684,015
89170259,007
81324819,432
86255422,150
85486800,389
87272814,348
86679458,285
86331931,301
83138267,059
88802035,242
84436592,273
82093406,329
88516938,138
88938587,496
81222199,231
83173638,210
88326913,177
88019383,386
81053446,431
87517895,090
87692567,383
82216270,061
84494537,179
84083414,122
87143560,252
88103375,432
89508510,281
84979436,284
84640129,476
81497415,163
81738224,247
87697006,271
82334593,015
88306031,178
88106099,110
85820873,009
85881275,298
87071867,248
88609949,133
84857476,326
87728280,355
88353114,287
82065001,169
83267400,158
89247679,284
84498405,216
89608952,109
81289904,174
82592791,311
84887624,343
85660745,175
88695495,452
85698188,388
88019535,397
81600630,439
89428639,367
85264011,073
81232068,309
88394220,239
81834367,183
85786419,326
83271385,268
82884619,175
84640540,202
82575173,248
88169003,407
81152637,292
86757778,208
82125465,368
84843066,404
85212120,176
86729408,297
89147202,123
84767216,359
85086106,395
89115869,076
85546229,317
81290339,220
86681180,209
83443375,416
83504798,391
81872543,304
